forex_date,forex_volume,forex_vwap,forex_transactions,forex_open_price,forex_close_price,forex_highest_price,forex_lowest_price,forex_diff,forex_percent_inc
2023-01-19 00:00:00,175785,1.08350,175785,1.08335,1.08750,1.08760,1.08010,.01308,.934
2023-01-20 00:00:00,1,1.08760,1,1.08760,1.08760,1.08760,1.08760,.01733,1.869
2023-01-21 00:00:00,4464,1.08650,4464,1.08430,1.08639,1.08728,1.08430,.01403,.934
2023-01-22 00:00:00,177970,1.08790,177970,1.08640,1.08713,1.09266,1.08450,.01613,1.869
2023-01-23 00:00:00,170583,1.08720,170583,1.08711,1.08897,1.08982,1.08350,.01684,1.869
2023-01-24 00:00:00,173276,1.08910,173276,1.08896,1.09205,1.09235,1.08560,.01869,1.869
2023-01-25 00:00:00,174534,1.08950,174534,1.09206,1.08920,1.09296,1.08500,.02179,1.869
2023-01-26 00:00:00,157922,1.08710,157922,1.08931,1.08700,1.09001,1.08370,.01904,1.869
2023-01-27 00:00:00,2,1.08710,2,1.08720,1.08710,1.08720,1.08710,.01693,1.869
2023-01-28 00:00:00,2268,1.08690,2268,1.08620,1.08715,1.08725,1.08616,.01593,1.869
2023-01-29 00:00:00,174335,1.08760,174335,1.08716,1.08490,1.09140,1.08380,.01689,1.869
2023-01-30 00:00:00,177669,1.08460,177669,1.08501,1.08603,1.08750,1.08010,.01474,.934
2023-01-31 00:00:00,189479,1.09120,189479,1.08602,1.10127,1.10327,1.08510,.01575,1.869
2023-02-01 00:00:00,212083,1.09640,212083,1.10128,1.09044,1.10272,1.08854,.03101,2.803
2023-02-02 00:00:00,198222,1.08680,198222,1.09043,1.08250,1.09401,1.07892,.02016,1.869
2023-02-03 00:00:00,3,1.08250,3,1.08270,1.08220,1.08270,1.08220,.01243,.934
2023-02-04 00:00:00,5370,1.07910,5370,1.07844,1.07891,1.07979,1.07801,.00817,.934
2023-02-05 00:00:00,180922,1.07600,180922,1.07890,1.07290,1.07990,1.07080,.00863,.934
2023-02-06 00:00:00,211098,1.07150,211098,1.07291,1.07301,1.07666,1.06680,.00264,.000
2023-02-07 00:00:00,178013,1.07320,178013,1.07306,1.07154,1.07608,1.07051,.00279,.000
2023-02-08 00:00:00,178528,1.07510,178528,1.07153,1.07389,1.07910,1.07080,.00126,.000
2023-02-09 00:00:00,180928,1.07050,180928,1.07395,1.06990,1.07531,1.06650,.00368,.000
2023-02-10 00:00:00,2,1.06990,2,1.07010,1.06960,1.07010,1.06960,-.00017,.000
2023-02-12 00:00:00,130536,1.06960,130536,1.06657,1.07307,1.07330,1.06610,-.00370,.000
2023-02-13 00:00:00,208015,1.07410,208015,1.07306,1.07350,1.08050,1.07062,.00279,.000
2023-02-14 00:00:00,191260,1.07000,191260,1.07351,1.06912,1.07444,1.06600,.00324,.000
2023-02-15 00:00:00,189950,1.06900,189950,1.06910,1.06654,1.07224,1.06530,-.00117,.000
2023-02-16 00:00:00,175703,1.06540,175703,1.06652,1.07180,1.07220,1.06120,-.00375,.000
2023-02-17 00:00:00,2,1.07180,2,1.07200,1.07150,1.07200,1.07150,.00173,.000
2023-02-18 00:00:00,3685,1.06870,3685,1.06798,1.06838,1.06932,1.06798,-.00229,.000
2023-02-19 00:00:00,118268,1.06860,118268,1.06839,1.06819,1.07047,1.06690,-.00188,.000
2023-02-20 00:00:00,182937,1.06620,182937,1.06822,1.06515,1.06980,1.06360,-.00205,.000
2023-02-21 00:00:00,185644,1.06380,185644,1.06514,1.06051,1.06641,1.05980,-.00513,-.934
2023-02-22 00:00:00,173113,1.06030,173113,1.06054,1.05972,1.06280,1.05760,-.00973,-.934
2023-02-23 00:00:00,191818,1.05710,191818,1.05973,1.05830,1.06144,1.05340,-.01054,-.934
2023-02-24 00:00:00,4,1.05780,4,1.05840,1.05710,1.05840,1.05710,-.01187,-.934
2023-02-25 00:00:00,2566,1.05510,2566,1.05397,1.05531,1.05549,1.05397,-.01630,-1.869
2023-02-26 00:00:00,170282,1.05730,170282,1.05531,1.06093,1.06197,1.05310,-.01496,-.934
2023-02-27 00:00:00,177843,1.06050,177843,1.06093,1.05766,1.06450,1.05690,-.00934,-.934
2023-02-28 00:00:00,199690,1.06440,199690,1.05765,1.06688,1.06920,1.05640,-.01262,-.934
2023-03-01 00:00:00,188820,1.06180,188820,1.06684,1.05985,1.06730,1.05750,-.00343,.000
2023-03-02 00:00:00,167663,1.06140,167663,1.05980,1.06480,1.06490,1.05879,-.01047,-.934
2023-03-03 00:00:00,1,1.06490,1,1.06490,1.06490,1.06490,1.06490,-.00537,-.934
2023-03-04 00:00:00,3629,1.06250,3629,1.06146,1.06254,1.06288,1.06123,-.00881,-.934
2023-03-05 00:00:00,166747,1.06560,166747,1.06255,1.06860,1.06946,1.06210,-.00772,-.934
2023-03-06 00:00:00,191485,1.06310,191485,1.06854,1.05481,1.06950,1.05440,-.00173,.000
2023-03-07 00:00:00,177493,1.05440,177493,1.05482,1.05486,1.05742,1.05230,-.01545,-1.869
2023-03-08 00:00:00,169900,1.05670,169900,1.05490,1.05859,1.05911,1.05370,-.01537,-1.869
2023-03-09 00:00:00,236647,1.06240,236647,1.05854,1.06550,1.07004,1.05730,-.01173,-.934
2023-03-10 00:00:00,3,1.06470,3,1.06400,1.06450,1.06550,1.06400,-.00627,-.934
2023-03-11 00:00:00,11617,1.06900,11617,1.06394,1.06810,1.07033,1.06376,-.00633,-.934
2023-03-12 00:00:00,292601,1.07070,292601,1.06814,1.07226,1.07490,1.06500,-.00213,.000
2023-03-13 00:00:00,248366,1.07170,248366,1.07224,1.07266,1.07497,1.06770,.00197,.000
2023-03-14 00:00:00,264552,1.06210,264552,1.07268,1.05814,1.07600,1.05160,.00241,.000
2023-03-15 00:00:00,256552,1.06040,256552,1.05814,1.06132,1.06355,1.05500,-.01213,-.934
2023-03-16 00:00:00,214745,1.06450,214745,1.06134,1.07780,1.07810,1.06100,-.00893,-.934
2023-03-17 00:00:00,3,1.07770,3,1.07790,1.07740,1.07790,1.07740,.00763,.934
2023-03-18 00:00:00,7186,1.06760,7186,1.06841,1.06804,1.07061,1.06657,-.00186,.000
2023-03-19 00:00:00,230754,1.06930,230754,1.06804,1.07183,1.07310,1.06312,-.00223,.000
2023-03-20 00:00:00,176922,1.07500,176922,1.07184,1.07723,1.07886,1.07020,.00157,.000
2023-03-21 00:00:00,192370,1.08050,192370,1.07723,1.08687,1.09124,1.07570,.00696,.934
2023-03-22 00:00:00,215411,1.08810,215411,1.08680,1.08343,1.09297,1.08200,.01653,1.869
2023-03-23 00:00:00,200301,1.07760,200301,1.08342,1.07790,1.08371,1.07130,.01315,.934
2023-03-24 00:00:00,1,1.07810,1,1.07810,1.07810,1.07810,1.07810,.00783,.934
2023-03-25 00:00:00,7035,1.07750,7035,1.07609,1.07775,1.07800,1.07585,.00582,.934
2023-03-26 00:00:00,163398,1.07750,163398,1.07772,1.08064,1.08080,1.07430,.00745,.934
2023-03-27 00:00:00,157595,1.08260,157595,1.08063,1.08385,1.08490,1.08030,.01036,.934
2023-03-28 00:00:00,155308,1.08410,155308,1.08389,1.08424,1.08720,1.08176,.01362,.934
2023-03-29 00:00:00,153446,1.08770,153446,1.08423,1.09044,1.09266,1.08230,.01396,.934
2023-03-30 00:00:00,158324,1.08820,158324,1.09045,1.08690,1.09260,1.08350,.02018,1.869
2023-04-01 00:00:00,7632,1.08200,7632,1.08444,1.08022,1.08479,1.08000,.01417,.934
2023-04-02 00:00:00,160505,1.08540,160505,1.08025,1.09067,1.09169,1.07870,.00998,.934
2023-04-03 00:00:00,160344,1.09230,160344,1.09065,1.09574,1.09740,1.08820,.02038,1.869
2023-04-04 00:00:00,152954,1.09380,152954,1.09572,1.09029,1.09698,1.08900,.02545,2.803
2023-04-05 00:00:00,130313,1.09070,130313,1.09028,1.09194,1.09380,1.08830,.02001,1.869
2023-04-06 00:00:00,62206,1.09100,62206,1.09195,1.09940,1.09960,1.08761,.02168,1.869
2023-04-07 00:00:00,1,1.09930,1,1.09930,1.09930,1.09930,1.09930,.02903,2.803
2023-04-08 00:00:00,3859,1.09090,3859,1.08911,1.09127,1.09150,1.08911,.01884,1.869
2023-04-09 00:00:00,107639,1.08770,107639,1.09127,1.08690,1.09210,1.08300,.02100,1.869
2023-04-10 00:00:00,137604,1.09020,137604,1.08689,1.09160,1.09290,1.08650,.01662,1.869
2023-04-11 00:00:00,143911,1.09580,143911,1.09161,1.09969,1.10010,1.09130,.02134,1.869
2023-04-12 00:00:00,141172,1.10250,141172,1.09950,1.10518,1.10680,1.09766,.02923,2.803
2023-04-13 00:00:00,146148,1.10340,146148,1.10518,1.11020,1.11040,1.09710,.03491,2.803
2023-04-14 00:00:00,1,1.11010,1,1.11010,1.11010,1.11010,1.11010,.03983,3.737
2023-04-15 00:00:00,3713,1.09880,3713,1.09881,1.09842,1.09945,1.09820,.02854,2.803
2023-04-16 00:00:00,140253,1.09570,140253,1.09843,1.09245,1.10010,1.09090,.02816,2.803
2023-04-17 00:00:00,140566,1.09590,140566,1.09245,1.09748,1.09831,1.09210,.02218,1.869
2023-04-18 00:00:00,143541,1.09550,143541,1.09748,1.09515,1.09841,1.09160,.02721,2.803
2023-04-19 00:00:00,149388,1.09650,149388,1.09515,1.09678,1.09900,1.09330,.02488,1.869
2023-04-20 00:00:00,143502,1.09680,143502,1.09679,1.10950,1.10970,1.09370,.02652,2.803
2023-04-22 00:00:00,2888,1.09910,2888,1.09878,1.09915,1.09958,1.09857,.02851,2.803
2023-04-23 00:00:00,138083,1.10100,138083,1.09911,1.10550,1.10580,1.09640,.02884,2.803
2023-04-24 00:00:00,155341,1.10130,155341,1.10572,1.09781,1.10674,1.09611,.03545,3.737
2023-04-25 00:00:00,175869,1.10320,175869,1.09780,1.10450,1.10952,1.09670,.02753,2.803
2023-04-26 00:00:00,164978,1.10320,164978,1.10450,1.10314,1.10640,1.09910,.03423,2.803
2023-04-27 00:00:00,182061,1.10100,182061,1.10315,1.11270,1.11290,1.09621,.03288,2.803
2023-04-28 00:00:00,1,1.11260,1,1.11260,1.11260,1.11260,1.11260,.04233,3.737
2023-04-29 00:00:00,3947,1.10150,3947,1.10231,1.10104,1.10363,1.10070,.03204,2.803
2023-04-30 00:00:00,131812,1.09940,131812,1.10106,1.09690,1.10370,1.09630,.03079,2.803
2023-05-01 00:00:00,143930,1.09830,143930,1.09684,1.10104,1.10140,1.09418,.02657,2.803
2023-05-02 00:00:00,172235,1.10430,172235,1.10105,1.10684,1.10915,1.10040,.03078,2.803
2023-05-03 00:00:00,190164,1.10420,190164,1.10683,1.10210,1.10914,1.09857,.03656,3.737
2023-05-04 00:00:00,155089,1.10190,155089,1.10227,1.12090,1.12110,1.09667,.03200,2.803
2023-05-06 00:00:00,3136,1.10190,3136,1.10108,1.10179,1.10312,1.10108,.03081,2.803
2023-05-07 00:00:00,133636,1.10300,133636,1.10180,1.09960,1.10540,1.09940,.03153,2.803
2023-05-08 00:00:00,148882,1.09720,148882,1.09967,1.09644,1.10010,1.09400,.02940,2.803
2023-05-09 00:00:00,159894,1.09720,159894,1.09648,1.09828,1.10071,1.09400,.02621,2.803
2023-05-10 00:00:00,169625,1.09340,169625,1.09825,1.09119,1.09982,1.08990,.02798,2.803
2023-05-11 00:00:00,145591,1.08930,145591,1.09118,1.09370,1.09380,1.08358,.02091,1.869
2023-05-12 00:00:00,1,1.09360,1,1.09360,1.09360,1.09360,1.09360,.02333,1.869
2023-05-13 00:00:00,2237,1.08520,2237,1.08556,1.08526,1.08646,1.08459,.01529,1.869
2023-05-14 00:00:00,139450,1.08700,139450,1.08527,1.08720,1.08910,1.08460,.01500,1.869
2023-05-15 00:00:00,159312,1.08760,159312,1.08734,1.08650,1.09046,1.08530,.01707,1.869
2023-05-16 00:00:00,150123,1.08400,150123,1.08650,1.08379,1.08740,1.08090,.01623,1.869
2023-05-17 00:00:00,151247,1.08020,151247,1.08380,1.07750,1.08481,1.07610,.01353,.934
2023-05-18 00:00:00,161891,1.07940,161891,1.07751,1.08210,1.08300,1.07590,.00724,.934
2023-05-19 00:00:00,1,1.08160,1,1.08160,1.08160,1.08160,1.08160,.01133,.934
2023-05-20 00:00:00,2675,1.08170,2675,1.08088,1.08220,1.08239,1.08032,.01061,.934
2023-05-21 00:00:00,155960,1.08150,155960,1.08239,1.08108,1.08313,1.07940,.01212,.934
2023-05-22 00:00:00,163676,1.07870,163676,1.08107,1.07690,1.08210,1.07590,.01080,.934
2023-05-23 00:00:00,172084,1.07700,172084,1.07689,1.07555,1.08014,1.07410,.00662,.934
2023-05-24 00:00:00,164582,1.07270,164582,1.07555,1.07235,1.07557,1.07070,.00528,.934
2023-05-25 00:00:00,128573,1.07290,128573,1.07232,1.07290,1.07588,1.07000,.00205,.000
2023-05-27 00:00:00,3129,1.07230,3129,1.07240,1.07210,1.07291,1.07105,.00213,.000
2023-05-28 00:00:00,85563,1.07210,85563,1.07209,1.07065,1.07440,1.07026,.00182,.000
2023-05-29 00:00:00,165056,1.07170,165056,1.07066,1.07300,1.07471,1.06710,.00039,.000
2023-05-30 00:00:00,177934,1.06800,177934,1.07316,1.06932,1.07360,1.06340,.00289,.000
2023-05-31 00:00:00,162069,1.07130,162069,1.06931,1.07602,1.07710,1.06600,-.00096,.000
2023-06-01 00:00:00,141456,1.07490,141456,1.07601,1.07240,1.07791,1.06986,.00574,.934
2023-06-02 00:00:00,1,1.07230,1,1.07230,1.07230,1.07230,1.07230,.00203,.000
2023-06-03 00:00:00,3547,1.07020,3547,1.07098,1.06966,1.07128,1.06930,.00071,.000
2023-06-04 00:00:00,139185,1.07000,139185,1.06965,1.07112,1.07225,1.06730,-.00062,.000
2023-06-05 00:00:00,134071,1.06980,134071,1.07111,1.06970,1.07330,1.06663,.00084,.000
