forex_date,forex_volume,forex_vwap,forex_transactions,forex_open_price,forex_close_price,forex_highest_price,forex_lowest_price,forex_diff,forex_percent_inc
2023-10-07 00:00:00,7029,1.05580,7029,1.05624,1.05659,1.05690,1.05488,-.01403,-.934
2023-10-08 00:00:00,208480,1.05480,208480,1.05662,1.05783,1.05810,1.05180,-.01365,-.934
2023-10-09 00:00:00,227187,1.05880,227187,1.05783,1.06040,1.06200,1.05530,-.01244,-.934
2023-10-10 00:00:00,201138,1.06090,201138,1.06043,1.06230,1.06347,1.05773,-.00984,-.934
2023-10-11 00:00:00,200442,1.05840,200442,1.06228,1.05355,1.06397,1.05220,-.00799,-.934
2023-10-12 00:00:00,205064,1.05270,205064,1.05356,1.05110,1.05586,1.04940,-.01671,-1.869
2023-10-14 00:00:00,4735,1.05190,4735,1.05112,1.05217,1.05251,1.05015,-.01915,-1.869
2023-10-15 00:00:00,189181,1.05370,189181,1.05219,1.05543,1.05640,1.05140,-.01808,-1.869
2023-10-16 00:00:00,200537,1.05610,200537,1.05541,1.05728,1.05950,1.05310,-.01486,-.934
2023-10-17 00:00:00,197504,1.05580,197504,1.05729,1.05377,1.05941,1.05220,-.01298,-.934
2023-10-18 00:00:00,204105,1.05630,204105,1.05378,1.05862,1.06160,1.05270,-.01649,-1.869
2023-10-19 00:00:00,173615,1.05840,173615,1.05860,1.06030,1.06037,1.05640,-.01167,-.934
2023-10-21 00:00:00,2235,1.05900,2235,1.05918,1.05880,1.05940,1.05870,-.01109,-.934
2023-10-22 00:00:00,171392,1.06170,171392,1.05891,1.06680,1.06779,1.05700,-.01136,-.934
2023-10-23 00:00:00,179904,1.06310,179904,1.06699,1.05949,1.06950,1.05820,-.00328,.000
2023-10-24 00:00:00,178204,1.05810,178204,1.05947,1.05662,1.06080,1.05580,-.01080,-.934
2023-10-25 00:00:00,189432,1.05460,189432,1.05660,1.05636,1.05691,1.05185,-.01367,-.934
2023-10-26 00:00:00,164457,1.05660,164457,1.05635,1.05780,1.05970,1.05340,-.01392,-.934
2023-10-28 00:00:00,2748,1.05620,2748,1.05598,1.05616,1.05757,1.05585,-.01429,-.934
2023-10-29 00:00:00,155863,1.05890,155863,1.05616,1.06135,1.06250,1.05460,-.01411,-.934
2023-10-30 00:00:00,184667,1.06060,184667,1.06137,1.05777,1.06742,1.05560,-.00890,-.934
2023-10-31 00:00:00,188439,1.05530,188439,1.05778,1.05866,1.05868,1.05166,-.01249,-.934
2023-11-01 00:00:00,173582,1.06210,173582,1.05865,1.06151,1.06676,1.05830,-.01162,-.934
2023-11-02 00:00:00,162326,1.06830,162326,1.06152,1.07350,1.07467,1.06130,-.00875,-.934
2023-11-04 00:00:00,1796,1.07270,1796,1.07205,1.07311,1.07331,1.07205,.00178,.000
2023-11-05 00:00:00,153910,1.07370,153910,1.07311,1.07170,1.07567,1.07138,.00284,.000
2023-11-06 00:00:00,172347,1.06910,172347,1.07183,1.06957,1.07200,1.06630,.00156,.000
2023-11-07 00:00:00,153039,1.06890,153039,1.06958,1.07110,1.07160,1.06580,-.00069,.000
2023-11-08 00:00:00,160915,1.06960,160915,1.07112,1.06667,1.07253,1.06590,.00085,.000
2023-11-09 00:00:00,144796,1.06750,144796,1.06669,1.07140,1.07140,1.06550,-.00358,.000
2023-11-11 00:00:00,1665,1.06860,1665,1.06833,1.06903,1.06903,1.06806,-.00194,.000
2023-11-12 00:00:00,128532,1.06880,128532,1.06899,1.07010,1.07062,1.06640,-.00128,.000
2023-11-13 00:00:00,155566,1.07840,155566,1.07010,1.08760,1.08874,1.06910,-.00017,.000
2023-11-14 00:00:00,158792,1.08590,158792,1.08777,1.08542,1.08858,1.08300,.01750,1.869
2023-11-15 00:00:00,151818,1.08550,151818,1.08543,1.08531,1.08955,1.08110,.01516,1.869
2023-11-16 00:00:00,150098,1.08680,150098,1.08526,1.09160,1.09180,1.08230,.01499,.934
2023-11-18 00:00:00,1654,1.09080,1654,1.09094,1.09053,1.09129,1.09043,.02067,1.869
2023-11-19 00:00:00,149674,1.09290,149674,1.09050,1.09440,1.09520,1.08960,.02023,1.869
2023-11-20 00:00:00,158454,1.09410,158454,1.09446,1.09166,1.09660,1.08990,.02419,1.869
2023-11-21 00:00:00,155842,1.08930,155842,1.09168,1.08878,1.09230,1.08510,.02141,1.869
2023-11-22 00:00:00,104985,1.09060,104985,1.08879,1.09020,1.09305,1.08860,.01852,1.869
2023-11-23 00:00:00,117352,1.09200,117352,1.09042,1.09480,1.09490,1.08930,.02015,1.869
2023-11-25 00:00:00,1928,1.09420,1928,1.09371,1.09393,1.09471,1.09284,.02344,1.869
2023-11-26 00:00:00,143435,1.09440,143435,1.09399,1.09590,1.09600,1.09240,.02372,1.869
2023-11-27 00:00:00,162221,1.09690,162221,1.09590,1.10041,1.10090,1.09330,.02563,2.803
2023-11-28 00:00:00,167203,1.09840,167203,1.10041,1.09730,1.10173,1.09590,.03014,2.803
2023-11-29 00:00:00,173646,1.09250,173646,1.09730,1.08916,1.09840,1.08775,.02703,2.803
2023-11-30 00:00:00,171854,1.08830,171854,1.08917,1.08910,1.09140,1.08285,.01890,1.869
2023-12-02 00:00:00,3546,1.08880,3546,1.08693,1.08855,1.08946,1.08648,.01666,1.869
2023-12-03 00:00:00,169079,1.08510,169079,1.08854,1.08374,1.08863,1.08030,.01827,1.869
2023-12-04 00:00:00,173418,1.08170,173418,1.08373,1.07933,1.08473,1.07770,.01346,.934
2023-12-05 00:00:00,163748,1.07860,163748,1.07940,1.07663,1.08050,1.07570,.00913,.934
2023-12-06 00:00:00,189355,1.07810,189355,1.07664,1.07892,1.08176,1.07549,.00637,.934
2023-12-07 00:00:00,192427,1.07710,192427,1.07899,1.07720,1.08006,1.07232,.00872,.934
2023-12-09 00:00:00,1472,1.07630,1472,1.07488,1.07647,1.07673,1.07488,.00461,.000
2023-12-10 00:00:00,156558,1.07600,156558,1.07650,1.07650,1.07790,1.07410,.00623,.934
2023-12-11 00:00:00,166789,1.07860,166789,1.07654,1.07980,1.08282,1.07590,.00627,.934
2023-12-12 00:00:00,181281,1.08100,181281,1.07982,1.08827,1.08966,1.07710,.00955,.934
2023-12-13 00:00:00,229041,1.09400,229041,1.08830,1.09933,1.10091,1.08780,.01803,1.869
2023-12-14 00:00:00,198509,1.09440,198509,1.09932,1.09070,1.10050,1.08760,.02905,2.803
2023-12-16 00:00:00,1662,1.08940,1662,1.08898,1.08946,1.09007,1.08898,.01871,1.869
2023-12-17 00:00:00,163770,1.09170,163770,1.08947,1.09227,1.09310,1.08930,.01920,1.869
2023-12-18 00:00:00,172771,1.09520,172771,1.09233,1.09791,1.09874,1.09130,.02206,1.869
2023-12-19 00:00:00,169980,1.09570,169980,1.09793,1.09440,1.09795,1.09280,.02766,2.803
2023-12-20 00:00:00,187282,1.09740,187282,1.09432,1.10056,1.10130,1.09340,.02405,1.869
2023-12-21 00:00:00,172651,1.10130,172651,1.10062,1.10260,1.10402,1.09938,.03035,2.803
2023-12-23 00:00:00,1,1.10120,1,1.10118,1.10118,1.10118,1.10118,.03091,2.803
2023-12-24 00:00:00,14430,1.10120,14430,1.10160,1.10183,1.10860,1.09885,.03133,2.803
2023-12-25 00:00:00,112663,1.10260,112663,1.10186,1.10420,1.10452,1.10070,.03159,2.803
2023-12-26 00:00:00,151882,1.10740,151882,1.10421,1.11070,1.11230,1.10270,.03394,2.803
2023-12-27 00:00:00,167712,1.10990,167712,1.11080,1.10674,1.11395,1.10540,.04053,3.737
2023-12-28 00:00:00,161345,1.10610,161345,1.10675,1.10360,1.10850,1.10230,.03648,3.737
2023-12-30 00:00:00,1,1.10350,1,1.10353,1.10353,1.10353,1.10353,.03326,2.803
2023-12-31 00:00:00,8793,1.10420,8793,1.10380,1.10370,1.10770,1.09100,.03353,2.803
2024-01-01 00:00:00,170574,1.09830,170574,1.10366,1.09400,1.10434,1.09343,.03339,2.803
2024-01-02 00:00:00,173032,1.09280,173032,1.09415,1.09260,1.09660,1.08929,.02388,1.869
2024-01-03 00:00:00,165042,1.09450,165042,1.09261,1.09460,1.09730,1.09140,.02234,1.869
2024-01-04 00:00:00,176598,1.09390,176598,1.09460,1.09380,1.09985,1.08758,.02433,1.869
2024-01-06 00:00:00,1650,1.09400,1650,1.09359,1.09411,1.09464,1.09346,.02332,1.869
2024-01-07 00:00:00,154452,1.09500,154452,1.09413,1.09490,1.09790,1.09226,.02386,1.869
2024-01-08 00:00:00,173194,1.09400,173194,1.09494,1.09313,1.09670,1.09100,.02467,1.869
2024-01-09 00:00:00,161927,1.09480,161927,1.09319,1.09740,1.09750,1.09210,.02292,1.869
2024-01-10 00:00:00,146925,1.09680,146925,1.09742,1.09824,1.09904,1.09290,.02715,2.803
2024-01-11 00:00:00,171031,1.09650,171031,1.09824,1.09410,1.09869,1.09340,.02797,2.803
2024-01-13 00:00:00,1673,1.09460,1673,1.09463,1.09448,1.09509,1.09431,.02436,1.869
2024-01-14 00:00:00,122190,1.09510,122190,1.09449,1.09446,1.09680,1.09320,.02422,1.869
2024-01-15 00:00:00,187911,1.08920,187911,1.09448,1.08783,1.09462,1.08610,.02421,1.869
2024-01-16 00:00:00,180966,1.08680,180966,1.08785,1.08860,1.08860,1.08440,.01758,1.869
2024-01-17 00:00:00,184337,1.08760,184337,1.08859,1.08800,1.09070,1.08460,.01832,1.869
2024-01-18 00:00:00,159159,1.08830,159159,1.08796,1.08944,1.08990,1.08640,.01769,1.869
2024-01-20 00:00:00,2226,1.08930,2226,1.08903,1.08915,1.08974,1.08866,.01876,1.869
2024-01-21 00:00:00,150023,1.08930,150023,1.08912,1.08770,1.09100,1.08750,.01885,1.869
2024-01-22 00:00:00,161454,1.08690,161454,1.08774,1.08572,1.09160,1.08208,.01747,1.869
2024-01-23 00:00:00,173551,1.08890,173551,1.08573,1.08811,1.09322,1.08500,.01546,1.869
2024-01-24 00:00:00,171603,1.08660,171603,1.08807,1.08453,1.09019,1.08210,.01780,1.869
2024-01-25 00:00:00,156213,1.08550,156213,1.08456,1.08416,1.08858,1.08110,.01429,.934
2024-01-27 00:00:00,1659,1.08430,1659,1.08454,1.08418,1.08485,1.08411,.01427,.934
2024-01-28 00:00:00,142755,1.08250,142755,1.08421,1.08335,1.08510,1.07940,.01394,.934
2024-01-29 00:00:00,157266,1.08350,157266,1.08336,1.08420,1.08572,1.08100,.01309,.934
2024-01-30 00:00:00,194847,1.08360,194847,1.08428,1.08037,1.08874,1.07940,.01401,.934
2024-01-31 00:00:00,68647,1.08590,68647,1.08039,1.08740,1.08770,1.08000,.01012,.934
2024-02-01 00:00:00,170826,1.08340,170826,1.08742,1.07860,1.08980,1.07721,.01715,1.869
2024-02-03 00:00:00,2694,1.07770,2694,1.07843,1.07792,1.07856,1.07697,.00816,.934
2024-02-04 00:00:00,158914,1.07540,158914,1.07794,1.07408,1.07861,1.07220,.00767,.934
2024-02-05 00:00:00,165603,1.07450,165603,1.07411,1.07568,1.07624,1.07220,.00384,.000
2024-02-06 00:00:00,167157,1.07670,167157,1.07566,1.07755,1.07850,1.07540,.00539,.934
2024-02-07 00:00:00,167111,1.07710,167111,1.07751,1.07771,1.07890,1.07410,.00724,.934
2024-02-08 00:00:00,153377,1.07780,153377,1.07777,1.07820,1.07954,1.07600,.00750,.934
2024-02-10 00:00:00,2113,1.07930,2113,1.07805,1.07977,1.07982,1.07802,.00778,.934
2024-02-11 00:00:00,139174,1.07770,139174,1.07978,1.07713,1.08060,1.07550,.00951,.934
2024-02-12 00:00:00,169340,1.07400,169340,1.07718,1.07070,1.07998,1.06990,.00691,.934
2024-02-13 00:00:00,168557,1.07140,168557,1.07084,1.07320,1.07350,1.06930,.00057,.000
2024-02-14 00:00:00,161502,1.07510,161502,1.07322,1.07725,1.07860,1.07230,.00295,.000
2024-02-15 00:00:00,161816,1.07660,161816,1.07728,1.07724,1.07890,1.07310,.00701,.934
2024-02-17 00:00:00,1628,1.07790,1628,1.07750,1.07837,1.07848,1.07719,.00723,.934
2024-02-18 00:00:00,110545,1.07760,110545,1.07836,1.07755,1.07894,1.07401,.00809,.934
2024-02-19 00:00:00,150661,1.07970,150661,1.07754,1.08098,1.08390,1.07600,.00727,.934
2024-02-20 00:00:00,166004,1.08090,166004,1.08097,1.08203,1.08250,1.07880,.01070,.934
2024-02-21 00:00:00,173054,1.08340,173054,1.08198,1.08255,1.08885,1.08020,.01171,.934
2024-02-22 00:00:00,154347,1.08250,154347,1.08250,1.08210,1.08400,1.08110,.01223,.934
2024-02-24 00:00:00,1398,1.08200,1398,1.08321,1.08188,1.08321,1.08141,.01294,.934
2024-02-25 00:00:00,147951,1.08410,147951,1.08186,1.08503,1.08597,1.08110,.01159,.934
2024-02-26 00:00:00,150136,1.08500,150136,1.08500,1.08411,1.08660,1.08310,.01473,.934
2024-02-27 00:00:00,156473,1.08260,156473,1.08411,1.08383,1.08460,1.07960,.01384,.934
2024-02-28 00:00:00,187115,1.08290,187115,1.08384,1.08056,1.08560,1.07940,.01357,.934
2024-02-29 00:00:00,157435,1.08200,157435,1.08056,1.08390,1.08432,1.07970,.01029,.934
2024-03-02 00:00:00,2093,1.08410,2093,1.08391,1.08414,1.08438,1.08349,.01364,.934
2024-03-03 00:00:00,135851,1.08510,135851,1.08418,1.08536,1.08669,1.08360,.01391,.934
2024-03-04 00:00:00,142134,1.08540,142134,1.08540,1.08555,1.08758,1.08392,.01513,1.869
2024-03-05 00:00:00,161630,1.08810,161630,1.08556,1.08991,1.09152,1.08410,.01529,1.869
2024-03-06 00:00:00,167082,1.09100,167082,1.08970,1.09506,1.09512,1.08660,.01943,1.869
2024-03-07 00:00:00,172630,1.09430,172630,1.09490,1.09390,1.09810,1.09170,.02463,1.869
2024-03-09 00:00:00,2635,1.09400,2635,1.09398,1.09424,1.09434,1.09355,.02371,1.869
2024-03-10 00:00:00,148263,1.09320,148263,1.09427,1.09305,1.09480,1.09130,.02400,1.869
2024-03-11 00:00:00,152876,1.09240,152876,1.09303,1.09267,1.09434,1.09010,.02276,1.869
2024-03-12 00:00:00,141306,1.09370,141306,1.09268,1.09530,1.09637,1.09180,.02241,1.869
2024-03-13 00:00:00,150434,1.09170,150434,1.09530,1.08820,1.09549,1.08790,.02503,2.803
2024-03-14 00:00:00,128223,1.08860,128223,1.08826,1.08890,1.09000,1.08710,.01799,1.869
2024-03-16 00:00:00,2936,1.08850,2936,1.08878,1.08832,1.08907,1.08812,.01851,1.869
2024-03-17 00:00:00,115956,1.08860,115956,1.08831,1.08730,1.09070,1.08650,.01804,1.869
2024-03-18 00:00:00,145459,1.08590,145459,1.08731,1.08610,1.08780,1.08330,.01704,1.869
2024-03-19 00:00:00,145044,1.08710,145044,1.08616,1.09368,1.09390,1.08350,.01589,1.869
2024-03-20 00:00:00,158012,1.08970,158012,1.09360,1.08618,1.09430,1.08540,.02333,1.869
2024-03-21 00:00:00,124474,1.08230,124474,1.08621,1.08610,1.08680,1.08000,.01594,1.869
2024-03-23 00:00:00,1889,1.08080,1889,1.08080,1.08070,1.08096,1.08043,.01053,.934
2024-03-24 00:00:00,114479,1.08260,114479,1.08071,1.08369,1.08423,1.08000,.01044,.934
2024-03-25 00:00:00,125430,1.08440,125430,1.08368,1.08325,1.08643,1.08230,.01341,.934
2024-03-26 00:00:00,128764,1.08230,128764,1.08324,1.08125,1.08390,1.08090,.01297,.934
2024-03-27 00:00:00,141840,1.08000,141840,1.08134,1.07906,1.08267,1.07730,.01107,.934
2024-03-28 00:00:00,75746,1.07860,75746,1.07900,1.07990,1.08090,1.07660,.00873,.934
2024-03-30 00:00:00,3110,1.07910,3110,1.07892,1.07929,1.07962,1.07847,.00865,.934
2024-03-31 00:00:00,109892,1.07660,109892,1.07920,1.07370,1.07990,1.07290,.00893,.934
2024-04-01 00:00:00,121032,1.07490,121032,1.07371,1.07677,1.07790,1.07230,.00344,.000
2024-04-02 00:00:00,131024,1.07970,131024,1.07679,1.08378,1.08406,1.07620,.00652,.934
2024-04-03 00:00:00,128353,1.08520,128353,1.08377,1.08362,1.08765,1.08290,.01350,.934
2024-04-04 00:00:00,135312,1.08280,135312,1.08363,1.08480,1.08480,1.07900,.01336,.934
2024-04-06 00:00:00,2073,1.08300,2073,1.08361,1.08296,1.08375,1.08269,.01334,.934
2024-04-07 00:00:00,126845,1.08400,126845,1.08295,1.08620,1.08640,1.08190,.01268,.934
2024-04-08 00:00:00,117954,1.08610,117954,1.08621,1.08587,1.08851,1.08460,.01594,1.869
2024-04-09 00:00:00,133838,1.07840,133838,1.08586,1.07410,1.08660,1.07270,.01559,1.869
2024-04-10 00:00:00,156772,1.07320,156772,1.07390,1.07258,1.07570,1.06980,.00363,.000
2024-04-11 00:00:00,156824,1.06610,156824,1.07259,1.06700,1.07290,1.06220,.00232,.000
2024-04-13 00:00:00,3514,1.06450,3514,1.06334,1.06450,1.06510,1.06320,-.00693,-.934
2024-04-14 00:00:00,158333,1.06430,158333,1.06459,1.06244,1.06652,1.06190,-.00568,-.934
2024-04-15 00:00:00,179088,1.06240,179088,1.06243,1.06208,1.06540,1.05760,-.00784,-.934
2024-04-16 00:00:00,160534,1.06430,160534,1.06207,1.06688,1.06797,1.06058,-.00820,-.934
2024-04-17 00:00:00,144861,1.06640,144861,1.06687,1.06422,1.06910,1.06380,-.00340,.000
2024-04-18 00:00:00,181701,1.06470,181701,1.06423,1.06690,1.06780,1.06090,-.00604,-.934
2024-04-20 00:00:00,1984,1.06590,1984,1.06544,1.06573,1.06609,1.06537,-.00483,.000
2024-04-21 00:00:00,129313,1.06520,129313,1.06575,1.06537,1.06710,1.06230,-.00452,.000
2024-04-22 00:00:00,137999,1.06780,137999,1.06537,1.07022,1.07112,1.06370,-.00490,.000
2024-04-23 00:00:00,110328,1.06940,110328,1.07023,1.06996,1.07142,1.06770,-.00004,.000
2024-04-24 00:00:00,138644,1.07150,138644,1.07000,1.07265,1.07393,1.06770,-.00027,.000
2024-04-25 00:00:00,132910,1.07150,132910,1.07265,1.07000,1.07528,1.06720,.00238,.000
2024-04-27 00:00:00,2058,1.07020,2058,1.06914,1.07067,1.07080,1.06891,-.00113,.000
2024-04-28 00:00:00,156161,1.07160,156161,1.07069,1.07146,1.07340,1.06880,.00042,.000
2024-04-29 00:00:00,147688,1.07000,147688,1.07145,1.06657,1.07353,1.06630,.00118,.000
2024-04-30 00:00:00,128394,1.06830,128394,1.06658,1.07172,1.07330,1.06480,-.00369,.000
2024-05-01 00:00:00,145917,1.07080,145917,1.07174,1.07290,1.07320,1.06730,.00147,.000
2024-05-02 00:00:00,139634,1.07570,139634,1.07299,1.07599,1.08116,1.07230,.00272,.000
2024-05-04 00:00:00,1545,1.07610,1545,1.07710,1.07581,1.07710,1.07560,.00683,.934
2024-05-05 00:00:00,108445,1.07720,108445,1.07581,1.07690,1.07910,1.07540,.00554,.934
2024-05-06 00:00:00,123121,1.07660,123121,1.07703,1.07498,1.07880,1.07450,.00676,.934
2024-05-07 00:00:00,107619,1.07460,107619,1.07495,1.07467,1.07580,1.07330,.00468,.000
2024-05-08 00:00:00,124085,1.07550,124085,1.07465,1.07817,1.07870,1.07230,.00438,.000
2024-05-09 00:00:00,117136,1.07760,117136,1.07816,1.07710,1.07910,1.07587,.00789,.934
2024-05-11 00:00:00,2305,1.07720,2305,1.07718,1.07690,1.07751,1.07658,.00691,.934
2024-05-12 00:00:00,123675,1.07850,123675,1.07699,1.07918,1.08070,1.07640,.00672,.934
2024-05-13 00:00:00,116030,1.08020,116030,1.07919,1.08138,1.08260,1.07652,.00892,.934
2024-05-14 00:00:00,137165,1.08470,137165,1.08134,1.08880,1.08910,1.08110,.01107,.934
2024-05-15 00:00:00,126178,1.08730,126178,1.08880,1.08676,1.08950,1.08530,.01853,1.869
2024-05-16 00:00:00,106156,1.08590,106156,1.08675,1.08625,1.08790,1.08340,.01648,1.869
2024-05-18 00:00:00,2053,1.08710,2053,1.08650,1.08710,1.08740,1.08607,.01623,1.869
2024-05-19 00:00:00,108229,1.08680,108229,1.08723,1.08602,1.08843,1.08520,.01696,1.869
2024-05-20 00:00:00,121330,1.08580,121330,1.08601,1.08538,1.08760,1.08423,.01574,1.869
2024-05-21 00:00:00,126319,1.08410,126319,1.08536,1.08249,1.08635,1.08160,.01509,1.869
2024-05-22 00:00:00,138764,1.08300,138764,1.08250,1.08115,1.08610,1.08030,.01223,.934
2024-05-23 00:00:00,113296,1.08330,113296,1.08114,1.08430,1.08580,1.08040,.01087,.934
2024-05-25 00:00:00,1774,1.08480,1774,1.08436,1.08470,1.08512,1.08403,.01409,.934
2024-05-26 00:00:00,79797,1.08530,79797,1.08464,1.08613,1.08675,1.08207,.01437,.934
2024-05-27 00:00:00,123661,1.08710,123661,1.08614,1.08509,1.08891,1.08490,.01587,1.869
2024-05-28 00:00:00,129439,1.08330,129439,1.08510,1.08008,1.08590,1.07891,.01483,.934
2024-05-29 00:00:00,128490,1.08180,128490,1.08007,1.08311,1.08451,1.07870,.00980,.934
2024-05-30 00:00:00,130300,1.08440,130300,1.08311,1.08301,1.08820,1.08100,.01284,.934
2024-06-01 00:00:00,3087,1.08500,3087,1.08475,1.08524,1.08542,1.08439,.01448,.934
2024-06-02 00:00:00,129672,1.08630,129672,1.08524,1.09071,1.09110,1.08260,.01497,.934
2024-06-03 00:00:00,136330,1.08820,136330,1.09070,1.08814,1.09160,1.08580,.02043,1.869
2024-06-04 00:00:00,122844,1.08730,122844,1.08815,1.08737,1.08920,1.08530,.01788,1.869
2024-06-05 00:00:00,121559,1.08830,121559,1.08740,1.08915,1.09019,1.08610,.01713,1.869
2024-06-06 00:00:00,135576,1.08530,135576,1.08913,1.08160,1.09017,1.07960,.01886,1.869
2024-06-08 00:00:00,3737,1.07740,3737,1.07718,1.07780,1.07810,1.07621,.00691,.934
2024-06-09 00:00:00,123548,1.07540,123548,1.07785,1.07632,1.07812,1.07310,.00758,.934
2024-06-10 00:00:00,123949,1.07450,123949,1.07634,1.07399,1.07735,1.07190,.00607,.934
2024-06-11 00:00:00,154454,1.07960,154454,1.07400,1.08126,1.08523,1.07330,.00373,.000
2024-06-12 00:00:00,134643,1.07830,134643,1.08126,1.07375,1.08170,1.07320,.01099,.934
2024-06-13 00:00:00,145146,1.07020,145146,1.07371,1.07030,1.07450,1.06660,.00344,.000
2024-06-15 00:00:00,2422,1.07040,2422,1.07026,1.07024,1.07087,1.07000,-.00001,.000
2024-06-16 00:00:00,128783,1.07130,128783,1.07022,1.07380,1.07411,1.06850,-.00005,.000
2024-06-17 00:00:00,129200,1.07310,129200,1.07398,1.07386,1.07614,1.07090,.00371,.000
2024-06-18 00:00:00,90067,1.07410,90067,1.07385,1.07470,1.07540,1.07230,.00358,.000
2024-06-19 00:00:00,95635,1.07230,95635,1.07469,1.07058,1.07481,1.06989,.00442,.000
2024-06-20 00:00:00,90640,1.06950,90640,1.07059,1.06920,1.07210,1.06700,.00032,.000
2024-06-22 00:00:00,2567,1.06910,2567,1.06830,1.06876,1.06953,1.06830,-.00197,.000
2024-06-23 00:00:00,122375,1.07200,122375,1.06877,1.07322,1.07470,1.06820,-.00150,.000
2024-06-24 00:00:00,114751,1.07190,114751,1.07320,1.07091,1.07441,1.06580,.00293,.000
2024-06-25 00:00:00,125302,1.06890,125302,1.07080,1.06798,1.07180,1.06640,.00053,.000
2024-06-26 00:00:00,128990,1.07010,128990,1.06797,1.07075,1.07265,1.06750,-.00230,.000
2024-06-27 00:00:00,132381,1.07030,132381,1.07076,1.07130,1.07260,1.06840,.00049,.000
2024-06-29 00:00:00,3489,1.07370,3489,1.07445,1.07348,1.07463,1.07320,.00418,.000
2024-06-30 00:00:00,119291,1.07480,119291,1.07348,1.07363,1.07764,1.07180,.00321,.000
