vti_id,dates_date,open_price,close_price,highest_price,lowest_price,diff,percen_inc
37,2023-02-24 00:00:00,107,107,107,106,-1,-.93
38,2023-02-27 00:00:00,108,107,108,107,0,.00
39,2023-02-28 00:00:00,107,106,107,106,-1,-.93
40,2023-03-01 00:00:00,106,106,107,106,-2,-1.85
41,2023-03-02 00:00:00,106,107,107,106,-2,-1.85
42,2023-03-03 00:00:00,107,108,108,107,-1,-.93
43,2023-03-06 00:00:00,108,108,108,108,0,.00
44,2023-03-07 00:00:00,108,106,108,106,0,.00
45,2023-03-08 00:00:00,106,106,106,105,-2,-1.85
46,2023-03-09 00:00:00,106,104,106,104,-2,-1.85
47,2023-03-10 00:00:00,104,103,105,102,-4,-3.70
48,2023-03-13 00:00:00,101,102,103,101,-7,-6.48
49,2023-03-14 00:00:00,103,103,104,102,-5,-4.63
50,2023-03-15 00:00:00,101,102,102,100,-7,-6.48
51,2023-03-16 00:00:00,101,103,103,101,-7,-6.48
52,2023-03-17 00:00:00,102,101,102,101,-6,-5.56
53,2023-03-20 00:00:00,101,102,102,101,-7,-6.48
54,2023-03-21 00:00:00,103,103,103,102,-5,-4.63
55,2023-03-22 00:00:00,103,101,103,101,-5,-4.63
56,2023-03-23 00:00:00,101,100,102,100,-7,-6.48
57,2023-03-24 00:00:00,100,101,101,99,-8,-7.41
58,2023-03-27 00:00:00,102,102,103,102,-6,-5.56
59,2023-03-28 00:00:00,102,102,103,102,-6,-5.56
60,2023-03-29 00:00:00,103,104,104,103,-5,-4.63
61,2023-03-30 00:00:00,104,104,104,103,-4,-3.70
62,2023-03-31 00:00:00,104,105,105,104,-4,-3.70
63,2023-04-03 00:00:00,105,106,106,105,-3,-2.78
64,2023-04-04 00:00:00,106,105,106,104,-2,-1.85
65,2023-04-05 00:00:00,105,105,105,105,-3,-2.78
66,2023-04-06 00:00:00,106,105,106,105,-2,-1.85
67,2023-04-10 00:00:00,105,106,106,105,-3,-2.78
68,2023-04-11 00:00:00,106,106,107,106,-2,-1.85
69,2023-04-12 00:00:00,107,106,107,106,-1,-.93
70,2023-04-13 00:00:00,106,107,107,106,-2,-1.85
71,2023-04-14 00:00:00,107,107,107,106,-1,-.93
72,2023-04-17 00:00:00,107,107,107,106,-1,-.93
73,2023-04-18 00:00:00,107,107,107,107,-1,-.93
74,2023-04-19 00:00:00,107,107,107,107,-1,-.93
75,2023-04-20 00:00:00,106,107,107,106,-2,-1.85
76,2023-04-21 00:00:00,107,106,107,106,-1,-.93
77,2023-04-24 00:00:00,106,107,107,106,-2,-1.85
78,2023-04-25 00:00:00,106,106,107,105,-2,-1.85
79,2023-04-26 00:00:00,105,104,105,104,-3,-2.78
80,2023-04-27 00:00:00,104,105,106,104,-4,-3.70
81,2023-04-28 00:00:00,105,106,106,105,-3,-2.78
82,2023-05-01 00:00:00,106,106,107,106,-2,-1.85
83,2023-05-02 00:00:00,106,104,106,104,-2,-1.85
84,2023-05-03 00:00:00,105,103,105,103,-3,-2.78
85,2023-05-04 00:00:00,103,102,103,102,-5,-4.63
86,2023-05-05 00:00:00,103,104,104,103,-5,-4.63
87,2023-05-08 00:00:00,104,104,104,104,-4,-3.70
88,2023-05-09 00:00:00,103,104,104,103,-5,-4.63
89,2023-05-10 00:00:00,104,103,104,102,-4,-3.70
90,2023-05-11 00:00:00,103,103,103,102,-5,-4.63
91,2023-05-12 00:00:00,103,103,103,102,-5,-4.63
92,2023-05-15 00:00:00,103,103,103,103,-5,-4.63
93,2023-05-16 00:00:00,103,102,103,102,-5,-4.63
94,2023-05-17 00:00:00,102,103,103,102,-6,-5.56
95,2023-05-18 00:00:00,103,103,103,102,-5,-4.63
96,2023-05-19 00:00:00,104,103,104,103,-4,-3.70
97,2023-05-22 00:00:00,103,103,104,103,-5,-4.63
98,2023-05-23 00:00:00,103,103,104,103,-5,-4.63
99,2023-05-24 00:00:00,103,102,103,102,-5,-4.63
100,2023-05-25 00:00:00,101,101,101,100,-7,-6.48
101,2023-05-26 00:00:00,102,102,102,101,-6,-5.56
102,2023-05-30 00:00:00,102,102,102,101,-6,-5.56
103,2023-05-31 00:00:00,101,101,101,100,-7,-6.48
104,2023-06-01 00:00:00,101,101,102,100,-7,-6.48
105,2023-06-02 00:00:00,102,104,104,102,-6,-5.56
106,2023-06-05 00:00:00,104,103,104,103,-4,-3.70
107,2023-06-06 00:00:00,103,103,104,103,-5,-4.63
108,2023-06-07 00:00:00,104,105,105,103,-4,-3.70
109,2023-06-08 00:00:00,105,105,105,104,-3,-2.78
110,2023-06-09 00:00:00,105,105,105,104,-3,-2.78
111,2023-06-12 00:00:00,105,105,105,104,-3,-2.78
112,2023-06-13 00:00:00,105,106,106,105,-3,-2.78
113,2023-06-14 00:00:00,106,105,106,105,-2,-1.85
114,2023-06-15 00:00:00,105,107,107,105,-3,-2.78
115,2023-06-16 00:00:00,107,107,107,107,-1,-.93
116,2023-06-20 00:00:00,105,105,105,104,-3,-2.78
117,2023-06-21 00:00:00,104,105,105,104,-4,-3.70
118,2023-06-22 00:00:00,104,104,104,104,-4,-3.70
119,2023-06-23 00:00:00,104,103,104,103,-4,-3.70
120,2023-06-26 00:00:00,103,104,104,103,-5,-4.63
121,2023-06-27 00:00:00,104,104,104,103,-4,-3.70
122,2023-06-28 00:00:00,104,104,104,103,-4,-3.70
123,2023-06-29 00:00:00,104,105,105,104,-4,-3.70
124,2023-06-30 00:00:00,105,106,106,105,-3,-2.78
125,2023-07-03 00:00:00,106,106,106,105,-2,-1.85
126,2023-07-05 00:00:00,106,106,106,105,-2,-1.85
127,2023-07-06 00:00:00,105,104,105,104,-3,-2.78
128,2023-07-07 00:00:00,104,104,105,104,-4,-3.70
129,2023-07-10 00:00:00,105,105,105,104,-3,-2.78
130,2023-07-11 00:00:00,105,106,106,105,-3,-2.78
131,2023-07-12 00:00:00,107,107,107,106,-1,-.93
132,2023-07-13 00:00:00,107,107,107,107,-1,-.93
133,2023-07-14 00:00:00,107,106,107,106,-1,-.93
134,2023-07-17 00:00:00,106,106,106,106,-2,-1.85
135,2023-07-18 00:00:00,106,107,107,106,-2,-1.85
136,2023-07-19 00:00:00,107,108,108,107,-1,-.93
137,2023-07-20 00:00:00,108,109,109,108,0,.00
138,2023-07-21 00:00:00,109,109,109,109,1,.93
139,2023-07-24 00:00:00,109,110,110,109,1,.93
140,2023-07-25 00:00:00,109,109,110,109,1,.93
141,2023-07-26 00:00:00,109,110,110,109,1,.93
142,2023-07-27 00:00:00,110,109,110,109,2,1.85
143,2023-07-28 00:00:00,110,110,110,109,2,1.85
144,2023-07-31 00:00:00,110,110,110,109,2,1.85
145,2023-08-01 00:00:00,110,110,110,109,2,1.85
146,2023-08-02 00:00:00,109,109,109,109,1,.93
147,2023-08-03 00:00:00,109,109,109,108,1,.93
148,2023-08-04 00:00:00,109,108,109,108,1,.93
149,2023-08-07 00:00:00,108,109,109,108,0,.00
150,2023-08-08 00:00:00,108,108,108,107,0,.00
151,2023-08-09 00:00:00,108,108,109,108,0,.00
152,2023-08-10 00:00:00,109,108,109,108,1,.93
153,2023-08-11 00:00:00,108,109,109,108,0,.00
154,2023-08-14 00:00:00,108,108,109,108,0,.00
155,2023-08-15 00:00:00,108,107,108,107,0,.00
156,2023-08-16 00:00:00,107,106,107,106,-1,-.93
157,2023-08-17 00:00:00,107,106,107,106,-1,-.93
158,2023-08-18 00:00:00,106,106,107,106,-2,-1.85
159,2023-08-21 00:00:00,106,106,107,105,-2,-1.85
160,2023-08-22 00:00:00,106,105,106,105,-2,-1.85
161,2023-08-23 00:00:00,106,106,106,105,-2,-1.85
162,2023-08-24 00:00:00,106,105,107,105,-2,-1.85
163,2023-08-25 00:00:00,106,106,106,105,-2,-1.85
164,2023-08-28 00:00:00,106,106,107,106,-2,-1.85
165,2023-08-29 00:00:00,107,107,107,106,-1,-.93
166,2023-08-30 00:00:00,107,107,108,107,-1,-.93
167,2023-08-31 00:00:00,108,107,108,107,0,.00
168,2023-09-01 00:00:00,108,108,108,107,0,.00
169,2023-09-05 00:00:00,107,106,108,106,-1,-.93
170,2023-09-06 00:00:00,106,106,106,105,-2,-1.85
171,2023-09-07 00:00:00,106,106,106,106,-2,-1.85
172,2023-09-08 00:00:00,106,106,107,106,-2,-1.85
173,2023-09-11 00:00:00,107,107,107,106,-1,-.93
174,2023-09-12 00:00:00,107,107,107,107,-1,-.93
175,2023-09-13 00:00:00,107,107,107,107,-1,-.93
176,2023-09-14 00:00:00,108,108,108,108,0,.00
177,2023-09-15 00:00:00,108,107,108,107,0,.00
178,2023-09-18 00:00:00,107,107,107,106,-1,-.93
179,2023-09-19 00:00:00,107,106,107,106,-1,-.93
180,2023-09-20 00:00:00,107,106,107,106,-1,-.93
181,2023-09-21 00:00:00,106,104,106,104,-2,-1.85
182,2023-09-22 00:00:00,105,104,105,104,-3,-2.78
183,2023-09-25 00:00:00,104,104,104,104,-4,-3.70
184,2023-09-26 00:00:00,104,103,104,103,-4,-3.70
185,2023-09-27 00:00:00,103,103,103,102,-5,-4.63
186,2023-09-28 00:00:00,103,103,104,103,-5,-4.63
187,2023-09-29 00:00:00,104,103,104,102,-4,-3.70
188,2023-10-02 00:00:00,103,102,103,101,-5,-4.63
189,2023-10-03 00:00:00,101,101,102,100,-7,-6.48
190,2023-10-04 00:00:00,101,101,101,100,-7,-6.48
191,2023-10-05 00:00:00,100,100,101,100,-8,-7.41
192,2023-10-06 00:00:00,100,101,101,99,-8,-7.41
193,2023-10-09 00:00:00,101,102,102,101,-7,-6.48
194,2023-10-10 00:00:00,102,102,103,102,-6,-5.56
195,2023-10-11 00:00:00,103,102,103,102,-5,-4.63
196,2023-10-12 00:00:00,103,102,103,101,-5,-4.63
197,2023-10-13 00:00:00,102,102,103,102,-6,-5.56
198,2023-10-16 00:00:00,103,103,103,102,-5,-4.63
199,2023-10-17 00:00:00,103,103,104,103,-5,-4.63
200,2023-10-18 00:00:00,103,103,103,102,-5,-4.63
201,2023-10-19 00:00:00,103,102,103,102,-5,-4.63
202,2023-10-20 00:00:00,102,101,102,101,-6,-5.56
203,2023-10-23 00:00:00,100,100,101,100,-8,-7.41
204,2023-10-24 00:00:00,101,101,101,100,-7,-6.48
205,2023-10-25 00:00:00,100,100,101,100,-8,-7.41
206,2023-10-26 00:00:00,100,100,100,100,-8,-7.41
207,2023-10-27 00:00:00,100,98,100,98,-8,-7.41
208,2023-10-30 00:00:00,99,99,100,99,-9,-8.33
209,2023-10-31 00:00:00,99,100,100,99,-9,-8.33
210,2023-11-01 00:00:00,100,100,101,100,-8,-7.41
211,2023-11-02 00:00:00,101,102,103,101,-7,-6.48
212,2023-11-03 00:00:00,103,103,104,103,-5,-4.63
213,2023-11-06 00:00:00,103,103,104,103,-5,-4.63
214,2023-11-07 00:00:00,103,102,103,102,-5,-4.63
215,2023-11-08 00:00:00,102,102,103,102,-6,-5.56
216,2023-11-09 00:00:00,102,101,102,101,-6,-5.56
217,2023-11-10 00:00:00,102,102,102,101,-6,-5.56
218,2023-11-13 00:00:00,102,102,102,102,-6,-5.56
219,2023-11-14 00:00:00,103,104,104,103,-5,-4.63
220,2023-11-15 00:00:00,104,105,105,104,-4,-3.70
221,2023-11-16 00:00:00,104,104,105,104,-4,-3.70
222,2023-11-17 00:00:00,105,105,105,104,-3,-2.78
223,2023-11-20 00:00:00,105,105,105,104,-3,-2.78
224,2023-11-21 00:00:00,105,105,105,104,-3,-2.78
225,2023-11-22 00:00:00,105,105,105,105,-3,-2.78
226,2023-11-24 00:00:00,105,106,106,105,-3,-2.78
227,2023-11-27 00:00:00,105,105,105,105,-3,-2.78
228,2023-11-28 00:00:00,105,105,106,105,-3,-2.78
229,2023-11-29 00:00:00,106,105,106,105,-2,-1.85
230,2023-11-30 00:00:00,106,106,106,105,-2,-1.85
231,2023-12-01 00:00:00,106,107,107,106,-2,-1.85
232,2023-12-04 00:00:00,107,107,108,107,-1,-.93
233,2023-12-05 00:00:00,107,107,107,107,-1,-.93
234,2023-12-06 00:00:00,107,106,107,106,-1,-.93
235,2023-12-07 00:00:00,107,107,107,106,-1,-.93
236,2023-12-08 00:00:00,107,107,107,107,-1,-.93
237,2023-12-11 00:00:00,107,108,108,107,-1,-.93
238,2023-12-12 00:00:00,108,108,108,108,0,.00
239,2023-12-13 00:00:00,108,110,110,108,0,.00
240,2023-12-14 00:00:00,111,111,112,111,3,2.78
241,2023-12-15 00:00:00,111,111,111,111,3,2.78
242,2023-12-18 00:00:00,110,110,110,110,2,1.85
243,2023-12-19 00:00:00,110,111,111,110,2,1.85
244,2023-12-20 00:00:00,111,109,111,109,3,2.78
245,2023-12-21 00:00:00,110,110,110,109,2,1.85
246,2023-12-22 00:00:00,110,110,111,110,2,1.85
247,2023-12-26 00:00:00,111,111,111,111,3,2.78
248,2023-12-27 00:00:00,111,111,111,111,3,2.78
249,2023-12-28 00:00:00,111,111,112,111,3,2.78
250,2023-12-29 00:00:00,111,111,111,111,3,2.78
251,2024-01-02 00:00:00,111,112,112,111,3,2.78
252,2024-01-03 00:00:00,112,111,112,111,4,3.70
253,2024-01-04 00:00:00,111,111,112,111,3,2.78
254,2024-01-05 00:00:00,111,111,112,111,3,2.78
255,2024-01-08 00:00:00,111,112,112,111,3,2.78
256,2024-01-09 00:00:00,111,111,111,111,3,2.78
257,2024-01-10 00:00:00,111,111,111,111,3,2.78
258,2024-01-11 00:00:00,111,111,111,110,3,2.78
259,2024-01-12 00:00:00,111,111,112,111,3,2.78
260,2024-01-16 00:00:00,111,110,111,110,3,2.78
261,2024-01-17 00:00:00,109,109,110,109,1,.93
262,2024-01-18 00:00:00,110,110,110,109,2,1.85
263,2024-01-19 00:00:00,110,111,111,110,2,1.85
264,2024-01-22 00:00:00,111,111,112,111,3,2.78
265,2024-01-23 00:00:00,111,112,112,111,3,2.78
266,2024-01-24 00:00:00,112,111,112,111,4,3.70
267,2024-01-25 00:00:00,112,113,113,112,4,3.70
268,2024-01-26 00:00:00,112,112,113,112,4,3.70
269,2024-01-29 00:00:00,112,113,113,112,4,3.70
270,2024-01-30 00:00:00,113,113,113,112,5,4.63
271,2024-01-31 00:00:00,113,112,113,112,5,4.63
272,2024-02-01 00:00:00,112,113,113,111,4,3.70
273,2024-02-02 00:00:00,112,113,113,112,4,3.70
274,2024-02-05 00:00:00,112,112,112,111,4,3.70
275,2024-02-06 00:00:00,112,112,112,112,4,3.70
276,2024-02-07 00:00:00,113,112,113,112,5,4.63
277,2024-02-08 00:00:00,112,112,113,112,4,3.70
278,2024-02-09 00:00:00,112,112,112,112,4,3.70
279,2024-02-12 00:00:00,112,113,113,112,4,3.70
280,2024-02-13 00:00:00,112,112,113,111,4,3.70
281,2024-02-14 00:00:00,112,112,112,112,4,3.70
282,2024-02-15 00:00:00,113,114,114,113,5,4.63
283,2024-02-16 00:00:00,114,113,114,113,6,5.56
284,2024-02-20 00:00:00,113,113,114,113,5,4.63
285,2024-02-21 00:00:00,113,114,114,113,5,4.63
286,2024-02-22 00:00:00,114,115,115,114,6,5.56
287,2024-02-23 00:00:00,115,115,115,115,7,6.48
288,2024-02-26 00:00:00,115,115,115,114,7,6.48
289,2024-02-27 00:00:00,115,115,115,114,7,6.48
290,2024-02-28 00:00:00,115,115,115,114,7,6.48
291,2024-02-29 00:00:00,115,115,115,115,7,6.48
292,2024-03-01 00:00:00,115,116,116,115,7,6.48
293,2024-03-04 00:00:00,116,116,116,116,8,7.41
294,2024-03-05 00:00:00,116,116,117,116,8,7.41
295,2024-03-06 00:00:00,117,117,117,116,9,8.33
296,2024-03-07 00:00:00,117,117,117,117,9,8.33
297,2024-03-08 00:00:00,117,117,117,117,9,8.33
298,2024-03-11 00:00:00,117,117,117,116,9,8.33
299,2024-03-12 00:00:00,118,118,118,117,10,9.26
300,2024-03-13 00:00:00,118,118,118,118,10,9.26
301,2024-03-14 00:00:00,118,117,118,117,10,9.26
302,2024-03-15 00:00:00,116,116,117,116,8,7.41
303,2024-03-18 00:00:00,117,117,117,116,9,8.33
304,2024-03-19 00:00:00,117,117,117,116,9,8.33
305,2024-03-20 00:00:00,117,118,118,117,9,8.33
306,2024-03-21 00:00:00,119,119,120,119,11,10.19
307,2024-03-22 00:00:00,119,119,119,119,11,10.19
308,2024-03-25 00:00:00,119,118,119,118,11,10.19
309,2024-03-26 00:00:00,119,118,119,118,11,10.19
310,2024-03-27 00:00:00,119,120,120,119,11,10.19
311,2024-03-28 00:00:00,120,120,121,120,12,11.11
312,2024-04-01 00:00:00,121,120,121,120,13,12.04
313,2024-04-02 00:00:00,120,120,120,119,12,11.11
314,2024-04-03 00:00:00,119,119,120,119,11,10.19
315,2024-04-04 00:00:00,120,118,120,118,12,11.11
316,2024-04-05 00:00:00,118,119,119,118,10,9.26
317,2024-04-08 00:00:00,119,119,119,119,11,10.19
318,2024-04-09 00:00:00,119,119,119,118,11,10.19
319,2024-04-10 00:00:00,118,118,118,117,10,9.26
320,2024-04-11 00:00:00,118,117,118,117,10,9.26
321,2024-04-12 00:00:00,117,116,117,115,9,8.33
322,2024-04-15 00:00:00,117,115,117,115,9,8.33
323,2024-04-16 00:00:00,115,114,115,114,7,6.48
324,2024-04-17 00:00:00,115,114,115,114,7,6.48
325,2024-04-18 00:00:00,115,114,115,114,7,6.48
326,2024-04-19 00:00:00,115,115,116,115,7,6.48
327,2024-04-22 00:00:00,116,116,117,115,8,7.41
328,2024-04-23 00:00:00,117,117,117,116,9,8.33
329,2024-04-24 00:00:00,117,117,118,117,9,8.33
330,2024-04-25 00:00:00,117,117,117,116,9,8.33
331,2024-04-26 00:00:00,117,117,117,117,9,8.33
332,2024-04-29 00:00:00,117,117,118,117,9,8.33
333,2024-04-30 00:00:00,117,116,117,116,9,8.33
334,2024-05-01 00:00:00,116,115,117,115,8,7.41
335,2024-05-02 00:00:00,116,116,116,115,8,7.41
336,2024-05-03 00:00:00,117,117,117,116,9,8.33
337,2024-05-06 00:00:00,117,117,117,117,9,8.33
338,2024-05-07 00:00:00,118,118,118,118,10,9.26
339,2024-05-08 00:00:00,117,118,118,117,9,8.33
340,2024-05-09 00:00:00,118,119,119,118,10,9.26
341,2024-05-10 00:00:00,119,119,120,119,11,10.19
342,2024-05-13 00:00:00,120,119,120,119,12,11.11
343,2024-05-14 00:00:00,120,120,120,119,12,11.11
344,2024-05-15 00:00:00,120,121,121,120,12,11.11
345,2024-05-16 00:00:00,121,121,121,121,13,12.04
346,2024-05-17 00:00:00,121,121,121,121,13,12.04
347,2024-05-20 00:00:00,121,120,121,120,13,12.04
348,2024-05-21 00:00:00,120,121,121,120,12,11.11
349,2024-05-22 00:00:00,120,120,121,120,12,11.11
350,2024-05-23 00:00:00,120,118,120,118,12,11.11
351,2024-05-24 00:00:00,119,119,119,119,11,10.19
352,2024-05-28 00:00:00,119,118,119,118,11,10.19
353,2024-05-29 00:00:00,118,117,118,117,10,9.26
354,2024-05-30 00:00:00,117,118,118,117,9,8.33
355,2024-05-31 00:00:00,118,120,120,118,10,9.26
356,2024-06-03 00:00:00,120,119,120,118,12,11.11
357,2024-06-04 00:00:00,118,118,119,118,10,9.26
358,2024-06-05 00:00:00,119,119,119,118,11,10.19
359,2024-06-06 00:00:00,119,119,119,118,11,10.19
360,2024-06-07 00:00:00,118,118,119,118,10,9.26
361,2024-06-10 00:00:00,118,119,119,118,10,9.26
362,2024-06-11 00:00:00,118,118,118,117,10,9.26
363,2024-06-12 00:00:00,119,118,119,118,11,10.19
364,2024-06-13 00:00:00,118,118,118,118,10,9.26
365,2024-06-14 00:00:00,118,118,118,117,10,9.26
366,2024-06-17 00:00:00,118,119,119,118,10,9.26
367,2024-06-18 00:00:00,119,119,120,119,11,10.19
368,2024-06-20 00:00:00,119,120,120,119,11,10.19
369,2024-06-21 00:00:00,119,118,119,118,11,10.19
370,2024-06-24 00:00:00,119,119,120,119,11,10.19
371,2024-06-25 00:00:00,119,118,119,118,11,10.19
372,2024-06-26 00:00:00,118,118,118,118,10,9.26
373,2024-06-27 00:00:00,118,118,118,117,10,9.26
374,2024-06-28 00:00:00,118,118,119,118,10,9.26
375,2024-07-01 00:00:00,119,118,119,118,11,10.19
